filename, row, T, meanT, RH, meanRH, P, meanP WS, meanWS, TFLAG(1=bad), WFLAG(1=bad)
0219A_20181210_140303.txt,63.0,0.8,0.8,91.8,91.8,985.8,988.4,1.4,1.5,1,0
0219A_20181210_140303.txt,65.0,0.9,0.9,91.9,91.8,989.6,988.2,1.6,1.5,1,0
0219A_20181210_140303.txt,68.0,1.0,0.9,91.8,91.7,986.7,988.5,1.5,1.5,1,0
0219A_20181210_140303.txt,71.0,0.8,0.9,91.5,91.7,987.4,988.9,1.4,1.5,1,0
0219A_20181210_140303.txt,199.0,0.8,0.8,91.7,91.7,986.6,989.2,1.7,1.6,1,0
0219A_20181210_140303.txt,220.0,0.7,0.8,91.8,91.8,983.8,988.8,1.9,1.9,1,0
0219A_20181210_140303.txt,225.0,0.9,0.9,91.8,91.8,989.8,988.4,1.9,1.9,1,0
0219A_20181210_140303.txt,229.0,1.0,0.9,91.8,91.7,985.0,988.8,1.9,1.8,1,0
0219A_20181210_140303.txt,236.0,0.8,0.8,91.8,91.7,989.4,987.7,1.7,1.7,1,0
0219A_20181210_140303.txt,237.0,0.8,0.8,91.8,91.7,989.3,987.7,1.6,1.7,1,0
0219A_20181210_140303.txt,238.0,0.8,0.8,91.8,91.7,988.9,987.3,1.6,1.6,1,0
0219A_20181210_140303.txt,239.0,0.8,0.8,91.7,91.7,989.1,987.1,1.5,1.6,1,0
0219A_20181210_140303.txt,240.0,0.8,0.8,91.7,91.8,975.9,987.2,1.5,1.6,1,0
0219A_20181210_140303.txt,241.0,0.9,0.8,91.8,91.8,989.6,987.2,1.7,1.6,1,0
0219A_20181210_140303.txt,242.0,0.7,0.8,91.7,91.8,985.5,987.2,1.4,1.5,1,0
0219A_20181210_140303.txt,243.0,1.1,0.8,91.8,91.8,985.9,987.2,1.6,1.5,1,0
0219A_20181210_140303.txt,244.0,0.8,0.9,91.8,91.8,990.3,987.3,1.4,1.5,1,0
0219A_20181210_140303.txt,245.0,0.9,0.9,91.8,91.8,988.6,987.3,1.6,1.5,1,0
0219A_20181210_140303.txt,247.0,0.9,0.9,91.8,91.8,989.7,988.5,1.6,1.5,1,0
0219A_20181210_140303.txt,250.0,0.9,0.9,91.7,91.8,987.3,989.2,1.4,1.4,1,0
0219A_20181210_140303.txt,265.0,0.8,0.8,91.8,91.7,989.2,987.1,1.3,1.3,1,0
0219A_20181210_140303.txt,266.0,0.8,0.9,91.7,91.8,989.3,986.6,1.2,1.3,1,0
0219A_20181210_140303.txt,267.0,0.8,0.8,91.8,91.8,984.3,986.7,1.3,1.2,1,0
0219A_20181210_140303.txt,268.0,0.9,0.8,91.7,91.8,989.1,986.7,1.2,1.3,1,0
0219A_20181210_140303.txt,269.0,0.9,0.8,91.8,91.8,974.8,986.0,1.3,1.3,1,0
0219A_20181210_140303.txt,270.0,1.0,0.9,91.8,91.8,982.9,985.2,1.2,1.3,1,0
0219A_20181210_140303.txt,271.0,0.7,0.9,91.9,91.8,990.2,985.0,1.3,1.3,1,0
0219A_20181210_140303.txt,272.0,1.0,0.9,92.0,91.8,989.2,984.4,1.4,1.3,1,0
0219A_20181210_140303.txt,273.0,0.9,0.9,91.8,91.8,981.9,984.9,1.2,1.3,1,0
0219A_20181210_140303.txt,274.0,0.8,0.9,91.9,91.9,981.2,983.9,1.3,1.4,1,0
0219A_20181210_140303.txt,275.0,1.1,0.9,92.0,91.8,986.6,984.8,1.4,1.4,1,0
0219A_20181210_140303.txt,277.0,1.0,0.9,91.7,91.8,989.1,984.8,1.5,1.4,1,0
0219A_20181210_140303.txt,278.0,0.9,0.9,91.9,91.8,978.5,984.1,1.5,1.4,1,0
0219A_20181210_140303.txt,280.0,0.9,0.9,91.6,91.8,982.1,985.8,1.5,1.5,1,0
0219A_20181210_140303.txt,281.0,0.7,0.8,91.7,91.7,990.9,986.1,1.4,1.5,1,0
0219A_20181210_140303.txt,282.0,1.0,0.8,91.9,91.8,982.4,986.6,1.6,1.5,1,0
0219A_20181210_140303.txt,283.0,0.7,0.8,91.7,91.8,990.4,986.7,1.6,1.5,1,0
0219A_20181210_140303.txt,284.0,0.7,0.8,91.8,91.7,989.9,987.8,1.5,1.5,1,0
0219A_20181210_140303.txt,285.0,0.8,0.8,91.6,91.7,989.5,988.2,1.5,1.5,1,0
0219A_20181210_140303.txt,287.0,0.8,0.8,91.7,91.6,989.4,988.0,1.6,1.6,1,0
0219A_20181210_140303.txt,288.0,0.8,0.8,91.2,91.6,989.6,988.3,1.6,1.6,1,0
0219A_20181210_140303.txt,290.0,1.1,0.9,91.7,91.6,985.8,987.6,1.7,1.6,1,0
0219A_20181210_140303.txt,291.0,0.8,0.9,91.4,91.6,985.1,987.6,1.6,1.6,1,0
0219A_20181210_140303.txt,292.0,0.8,0.9,91.7,91.6,985.9,987.5,1.5,1.6,1,0
0219A_20181210_140303.txt,293.0,0.9,0.9,91.9,91.6,982.8,987.4,1.7,1.6,1,0
0219A_20181210_140303.txt,294.0,1.1,0.9,91.8,91.7,989.9,987.2,1.6,1.6,1,0
0219A_20181210_140303.txt,295.0,0.9,0.9,91.8,91.7,989.6,987.1,1.7,1.6,1,0
0219A_20181210_140303.txt,297.0,0.9,0.9,91.5,91.7,989.0,987.4,1.6,1.6,1,0
0219A_20181210_140303.txt,301.0,0.9,0.8,91.6,91.7,985.2,986.7,1.7,1.6,1,0
0219A_20181210_140303.txt,302.0,0.8,0.8,91.7,91.7,989.3,986.5,1.6,1.6,1,0
0219A_20181210_140303.txt,304.0,0.9,0.8,91.8,91.7,983.0,985.5,1.6,1.6,1,0
0219A_20181210_140303.txt,305.0,0.8,0.8,91.9,91.7,984.1,985.5,1.6,1.6,1,0
0219A_20181210_140303.txt,307.0,0.9,0.8,91.6,91.7,978.0,985.1,1.6,1.6,1,0
0219A_20181210_140303.txt,308.0,0.8,0.8,91.6,91.7,988.0,984.3,1.6,1.6,1,0
0219A_20181210_140303.txt,309.0,0.7,0.8,91.6,91.7,987.9,984.8,1.7,1.6,1,0
0219A_20181210_140303.txt,310.0,0.7,0.8,91.7,91.7,986.8,985.2,1.6,1.6,1,0
0219A_20181210_140303.txt,311.0,0.9,0.9,91.9,91.7,981.9,984.5,1.7,1.7,1,0
0219A_20181210_140303.txt,312.0,0.8,0.8,91.6,91.7,981.8,984.1,1.6,1.7,1,0
0219A_20181210_140303.txt,313.0,1.0,0.8,91.8,91.7,990.0,985.0,1.8,1.7,1,0
0219A_20181210_140303.txt,314.0,0.9,0.8,91.7,91.7,987.4,985.0,1.6,1.7,1,0
0219A_20181210_140303.txt,315.0,0.9,0.9,91.8,91.7,977.1,983.8,1.8,1.7,1,0
0219A_20181210_140303.txt,317.0,1.0,0.9,91.7,91.6,986.4,981.9,1.7,1.7,1,0
0219A_20181210_140303.txt,318.0,0.8,0.9,91.6,91.6,988.4,982.7,1.6,1.7,1,0
0219A_20181210_140303.txt,319.0,0.9,0.9,91.7,91.6,975.7,982.5,1.8,1.7,1,0
0219A_20181210_140303.txt,320.0,0.6,0.9,91.6,91.6,974.6,982.8,1.7,1.7,1,0
0219A_20181210_140303.txt,321.0,1.0,0.9,91.2,91.7,975.6,983.9,1.6,1.6,1,0
0219A_20181210_140303.txt,322.0,1.0,0.9,91.6,91.7,989.7,984.6,1.7,1.7,1,0
0219A_20181210_140303.txt,323.0,1.2,0.9,91.7,91.6,988.1,984.2,1.7,1.6,1,0
0219A_20181210_140303.txt,324.0,0.9,0.9,91.8,91.7,989.6,984.2,1.6,1.6,1,0
0219A_20181210_140303.txt,325.0,0.8,0.9,91.9,91.7,988.3,985.4,1.5,1.6,1,0
0219A_20181210_140303.txt,326.0,0.9,0.9,91.7,91.7,989.3,987.0,1.7,1.6,1,0
0219A_20181210_140303.txt,327.0,0.9,0.9,91.6,91.7,982.3,988.2,1.6,1.6,1,0
0219A_20181210_140303.txt,330.0,0.8,0.8,91.7,91.7,990.7,984.4,1.7,1.6,1,0
0219A_20181210_140303.txt,331.0,0.8,0.8,91.7,91.7,988.1,983.2,1.6,1.6,1,0
0219A_20181210_140303.txt,332.0,0.8,0.8,91.6,91.7,989.6,983.3,1.6,1.6,1,0
0219A_20181210_140303.txt,333.0,0.9,0.8,91.7,91.8,989.1,984.0,1.5,1.6,1,0
0219A_20181210_140303.txt,334.0,0.8,0.9,91.7,91.8,950.8,984.0,1.7,1.6,1,0
0219A_20181210_140303.txt,335.0,0.8,0.9,91.8,91.8,975.7,984.2,1.6,1.7,1,0
0219A_20181210_140303.txt,336.0,1.0,0.9,92.1,91.8,990.4,984.0,1.7,1.7,1,0
0219A_20181210_140303.txt,337.0,0.9,0.9,91.8,91.8,989.8,984.2,1.8,1.7,1,0
0219A_20181210_140303.txt,338.0,1.0,0.9,91.8,91.8,988.0,984.3,1.7,1.7,1,0
0219A_20181210_140303.txt,339.0,0.9,0.9,91.8,91.8,990.1,984.3,1.8,1.7,1,0
0219A_20181210_140303.txt,347.0,1.0,0.8,91.7,91.7,987.4,989.4,1.7,1.8,1,0
0219A_20181210_140303.txt,352.0,0.8,0.8,91.7,91.7,986.4,989.1,1.6,1.7,1,0
0219A_20181210_140303.txt,355.0,0.9,0.8,91.6,91.7,989.5,988.2,1.6,1.6,1,0
0219A_20181210_140303.txt,356.0,0.9,0.8,91.7,91.6,989.7,988.3,1.5,1.6,1,0
0219A_20181210_140303.txt,357.0,0.7,0.8,91.6,91.6,989.6,988.3,1.6,1.6,1,0
0219A_20181210_140303.txt,359.0,0.7,0.9,91.7,91.6,978.8,988.5,1.6,1.6,1,0
0219A_20181210_140303.txt,360.0,0.8,0.9,91.4,91.6,989.6,988.0,1.5,1.6,1,0
0219A_20181210_140303.txt,361.0,1.1,0.9,91.3,91.6,989.7,988.1,1.5,1.6,1,0
0219A_20181210_140303.txt,362.0,1.0,0.8,91.5,91.6,989.4,988.0,1.7,1.6,1,0
0219A_20181210_140303.txt,364.0,0.7,0.8,91.6,91.7,985.2,987.9,1.6,1.6,1,0
0219A_20181210_140303.txt,369.0,0.8,0.8,91.8,91.8,989.8,987.8,1.6,1.6,1,0
0219A_20181210_140303.txt,370.0,0.9,0.8,91.8,91.8,988.8,987.3,1.6,1.6,1,0
0219A_20181210_140303.txt,371.0,0.7,0.8,91.7,91.7,984.2,985.7,1.5,1.6,1,0
0219A_20181210_140303.txt,372.0,0.8,0.8,91.6,91.7,989.9,985.5,1.5,1.6,1,0
0219A_20181210_140303.txt,374.0,0.8,0.8,91.6,91.7,980.3,983.7,1.5,1.5,1,0
0219A_20181210_140303.txt,375.0,0.8,0.8,91.7,91.7,973.9,983.6,1.5,1.5,1,0
0219A_20181210_140303.txt,376.0,1.0,0.8,91.7,91.7,987.4,983.5,1.5,1.5,1,0
0219A_20181210_140303.txt,377.0,0.8,0.8,91.7,91.7,970.7,984.1,1.5,1.5,1,0
0219A_20181210_140303.txt,378.0,0.8,0.9,91.6,91.7,988.8,984.0,1.5,1.5,1,0
0219A_20181210_140303.txt,379.0,0.9,0.8,91.8,91.7,989.1,982.4,1.5,1.5,1,0
0219A_20181210_140303.txt,380.0,0.9,0.8,91.7,91.7,987.7,983.3,1.5,1.5,1,0
0219A_20181210_140303.txt,381.0,0.7,0.9,91.7,91.7,990.0,984.8,1.5,1.5,1,0
0219A_20181210_140303.txt,382.0,0.9,0.8,91.7,91.7,989.3,985.0,1.4,1.5,1,0
0219A_20181210_140303.txt,383.0,0.8,0.9,91.8,91.8,966.6,986.9,1.6,1.5,1,0
0219A_20181210_140303.txt,384.0,0.8,0.9,91.7,91.8,989.5,987.0,1.6,1.6,1,0
0219A_20181210_140303.txt,385.0,1.0,0.9,92.0,91.8,989.0,987.0,1.5,1.6,1,0
0219A_20181210_140303.txt,386.0,0.9,0.9,91.7,91.8,989.0,987.2,1.7,1.6,1,0
0219A_20181210_140303.txt,387.0,0.9,0.9,91.8,91.7,989.8,987.2,1.6,1.6,1,0
0219A_20181210_140303.txt,388.0,0.8,0.9,91.7,91.7,990.0,987.2,1.7,1.6,1,0
0219A_20181210_140303.txt,399.0,1.1,0.9,91.7,91.7,986.7,988.8,1.9,1.9,1,0
0219A_20181210_140303.txt,400.0,0.9,0.9,91.8,91.6,986.8,988.7,2.1,2.0,1,0
0219A_20181210_140303.txt,405.0,0.9,0.8,91.6,91.6,986.5,988.0,2.1,2.2,1,0
0219A_20181210_140303.txt,406.0,0.8,0.8,91.7,91.6,990.3,988.3,2.2,2.3,1,0
0219A_20181210_140303.txt,409.0,0.7,0.8,91.5,91.6,983.1,988.4,2.5,2.4,1,0
0219A_20181210_140303.txt,413.0,0.7,0.8,91.6,91.7,989.3,987.2,2.4,2.5,1,0
0219A_20181210_140303.txt,414.0,0.8,0.8,91.9,91.7,989.6,986.3,2.6,2.5,1,0
0219A_20181210_140303.txt,415.0,0.7,0.8,91.8,91.7,989.5,987.1,2.6,2.5,1,0
0219A_20181210_140303.txt,416.0,0.9,0.9,91.8,91.7,989.3,987.1,2.5,2.5,1,0
0219A_20181210_140303.txt,417.0,0.9,0.9,91.7,91.7,975.1,987.1,2.5,2.5,1,0
0219A_20181210_140303.txt,418.0,0.9,0.9,91.7,91.7,978.6,987.1,2.5,2.5,1,0
0219A_20181210_140303.txt,419.0,1.0,0.9,91.8,91.7,990.9,987.1,2.4,2.5,1,0
0219A_20181210_140303.txt,420.0,0.9,0.9,91.6,91.7,989.7,987.0,2.4,2.4,1,0
0219A_20181210_140303.txt,421.0,0.9,0.9,91.6,91.7,989.6,986.9,2.4,2.4,1,0
0219A_20181210_140303.txt,422.0,1.0,0.9,91.7,91.7,989.3,986.9,2.4,2.4,1,0
0219A_20181210_140303.txt,423.0,0.7,0.9,91.7,91.7,989.7,988.3,2.4,2.4,1,0
0219A_20181210_140303.txt,449.0,0.9,0.8,91.6,91.6,984.8,988.2,2.2,2.1,1,0
0219A_20181210_140303.txt,450.0,0.8,0.9,91.6,91.6,989.8,988.4,2.1,2.1,1,0
0219A_20181210_140303.txt,451.0,0.9,0.8,91.7,91.6,989.0,987.3,2.1,2.1,1,0
0219A_20181210_140303.txt,453.0,0.5,0.8,91.7,91.6,983.9,986.8,1.9,2.1,1,0
0219A_20181210_140303.txt,454.0,1.0,0.8,91.7,91.7,991.1,986.6,2.1,2.1,1,0
0219A_20181210_140303.txt,455.0,0.9,0.8,91.6,91.7,979.1,987.1,2.1,2.0,1,0
0219A_20181210_140303.txt,456.0,0.6,0.8,91.8,91.7,990.0,987.1,2.1,2.0,1,0
0219A_20181210_140303.txt,457.0,0.9,0.8,91.7,91.7,983.6,986.8,2.0,2.0,1,0
0219A_20181210_140303.txt,459.0,0.6,0.8,91.8,91.7,989.7,987.4,2.0,2.0,1,0
0219A_20181210_140303.txt,460.0,0.9,0.8,91.7,91.7,989.9,987.2,2.0,2.0,1,0
0219A_20181210_140303.txt,461.0,0.8,0.8,91.9,91.7,985.7,988.2,2.0,1.9,1,0
0219A_20181210_140303.txt,473.0,1.0,0.9,91.8,91.7,987.7,989.0,1.6,1.7,1,0
0219A_20181210_140303.txt,475.0,0.9,0.9,91.6,91.7,989.5,988.3,1.7,1.7,1,0
0219A_20181210_140303.txt,476.0,0.8,0.9,91.7,91.7,989.5,987.5,1.6,1.7,1,0
0219A_20181210_140303.txt,478.0,0.8,0.9,91.7,91.7,989.3,987.2,1.6,1.6,1,0
0219A_20181210_140303.txt,479.0,0.9,0.9,91.6,91.7,980.9,987.3,1.6,1.6,1,0
0219A_20181210_140303.txt,480.0,1.1,0.9,91.7,91.7,981.8,987.2,1.7,1.6,1,0
0219A_20181210_140303.txt,481.0,1.0,0.9,91.8,91.7,989.7,987.2,1.6,1.6,1,0
0219A_20181210_140303.txt,482.0,0.9,0.9,91.8,91.7,986.0,987.2,1.5,1.6,1,0
0219A_20181210_140303.txt,484.0,0.7,0.9,91.7,91.7,989.8,987.4,1.6,1.6,1,0
0219A_20181210_140303.txt,491.0,0.7,0.9,91.5,91.6,984.7,989.0,1.6,1.6,1,0
0219A_20181210_140303.txt,642.0,0.8,0.9,91.7,91.7,982.5,988.3,1.9,1.9,1,0
0219A_20181210_140303.txt,645.0,0.9,0.9,91.8,91.7,989.5,987.5,2.0,1.9,1,0
0219A_20181210_140303.txt,647.0,0.9,0.8,91.6,91.7,989.6,987.5,1.8,1.9,1,0
0219A_20181210_140303.txt,648.0,0.9,0.9,91.7,91.7,979.9,988.0,1.9,1.8,1,0
0219A_20181210_140303.txt,649.0,0.8,0.9,91.8,91.7,990.0,987.7,1.7,1.8,1,0
0219A_20181210_140303.txt,653.0,0.8,0.8,91.5,91.7,985.8,988.1,1.8,1.8,1,0
0219A_20181210_140303.txt,672.0,0.9,0.9,91.7,91.8,987.5,989.2,1.8,1.8,1,0
0219A_20181210_140303.txt,674.0,0.8,0.8,91.7,91.7,989.9,988.3,1.9,1.8,1,0
0219A_20181210_140303.txt,676.0,0.8,0.8,91.8,91.7,989.3,987.4,1.8,1.8,1,0
0219A_20181210_140303.txt,677.0,0.8,0.8,91.7,91.7,981.1,987.4,1.9,1.8,1,0
0219A_20181210_140303.txt,678.0,0.6,0.8,91.5,91.7,989.7,987.5,1.7,1.8,1,0
0219A_20181210_140303.txt,679.0,1.0,0.9,91.4,91.7,989.2,987.5,1.8,1.8,1,0
0219A_20181210_140303.txt,680.0,0.9,0.9,91.9,91.7,979.6,987.5,1.7,1.8,1,0
0219A_20181210_140303.txt,681.0,0.8,0.8,91.8,91.7,988.9,986.8,1.8,1.8,1,0
0219A_20181210_140303.txt,682.0,0.9,0.8,91.8,91.8,989.3,986.0,1.7,1.8,1,0
0219A_20181210_140303.txt,683.0,1.0,0.9,91.9,91.8,989.0,986.6,1.8,1.8,1,0
0219A_20181210_140303.txt,684.0,0.8,0.9,91.7,91.8,989.6,986.7,1.7,1.8,1,0
0219A_20181210_140303.txt,685.0,0.8,0.9,91.9,91.8,982.5,986.6,1.7,1.8,1,0
0219A_20181210_140303.txt,686.0,0.9,0.8,91.9,91.8,981.5,987.4,1.8,1.9,1,0
0219A_20181210_140303.txt,688.0,0.7,0.9,91.6,91.8,990.4,987.4,1.9,2.0,1,0
0219A_20181210_140303.txt,691.0,0.9,0.9,91.8,91.8,989.3,988.1,2.3,2.2,1,0
0219A_20181210_140303.txt,694.0,0.9,0.9,91.8,91.8,990.3,986.2,2.6,2.5,1,0
0219A_20181210_140303.txt,695.0,1.0,0.9,91.8,91.8,988.6,986.5,2.5,2.5,1,0
0219A_20181210_140303.txt,696.0,0.9,0.9,91.8,91.7,988.7,986.8,2.7,2.6,1,0
0219A_20181210_140303.txt,697.0,0.9,0.9,91.8,91.7,980.6,986.9,2.6,2.6,1,0
0219A_20181210_140303.txt,698.0,0.8,0.9,91.8,91.7,971.2,986.9,2.8,2.6,1,0
0219A_20181210_140303.txt,699.0,0.9,0.8,91.7,91.7,991.3,987.0,2.6,2.7,1,0
0219A_20181210_140303.txt,700.0,0.8,0.8,91.1,91.7,989.4,987.0,2.7,2.7,1,0
0219A_20181210_140303.txt,701.0,0.8,0.8,91.8,91.7,990.5,987.1,2.8,2.7,1,0
0219A_20181210_140303.txt,702.0,0.7,0.8,91.7,91.7,989.6,987.2,2.7,2.7,1,0
0219A_20181210_140303.txt,703.0,0.8,0.8,91.8,91.7,990.0,988.0,2.7,2.7,1,0
0219A_20181210_140303.txt,705.0,0.7,0.8,91.7,91.7,989.8,988.1,2.9,2.8,1,0
0219A_20181210_140303.txt,706.0,0.8,0.8,91.9,91.8,989.9,987.5,2.7,2.8,1,0
0219A_20181210_140303.txt,707.0,0.9,0.8,91.7,91.8,988.3,987.1,2.7,2.8,1,0
0219A_20181210_140303.txt,708.0,0.9,0.9,91.8,91.8,983.3,986.8,2.8,2.8,1,0
0219A_20181210_140303.txt,709.0,1.0,0.9,91.8,91.8,979.6,986.9,2.8,2.8,1,0
0219A_20181210_140303.txt,710.0,0.9,0.9,91.7,91.8,984.3,986.6,2.8,2.8,1,0
0219A_20181210_140303.txt,713.0,0.9,0.9,92.1,91.8,990.2,986.7,2.9,2.8,1,0
0219A_20181210_140303.txt,715.0,0.9,0.9,91.7,91.8,989.5,988.3,2.7,2.8,1,0
0219A_20181210_140303.txt,727.0,0.9,0.9,91.8,91.8,989.0,987.6,2.7,2.7,1,0
0219A_20181210_140303.txt,728.0,1.0,0.9,91.9,91.9,989.2,987.5,2.7,2.7,1,0
0219A_20181210_140303.txt,729.0,0.9,0.9,91.9,91.9,989.1,987.2,2.6,2.6,1,0
0219A_20181210_140303.txt,730.0,0.9,0.9,91.8,91.9,988.9,986.8,2.6,2.6,1,0
0219A_20181210_140303.txt,731.0,0.8,0.9,91.9,91.9,973.4,986.4,2.6,2.6,1,0
0219A_20181210_123519.txt,43.0,0.7,0.7,90.7,90.6,982.7,988.1,1.8,1.7,1,0
0219A_20181210_123519.txt,67.0,0.7,0.8,90.7,90.7,988.1,985.8,2.4,2.3,1,0
0219A_20181210_123519.txt,68.0,0.7,0.8,90.7,90.7,987.7,985.8,2.3,2.3,1,0
0219A_20181210_123519.txt,69.0,0.8,0.8,90.4,90.7,987.3,985.8,2.3,2.3,1,0
0219A_20181210_123519.txt,70.0,1.0,0.8,90.7,90.7,963.8,985.8,2.3,2.3,1,0
0219A_20181210_123519.txt,71.0,0.8,0.8,90.8,90.7,989.7,985.8,2.4,2.3,1,0
0219A_20181210_123519.txt,72.0,0.8,0.8,90.8,90.7,989.2,986.0,2.2,2.3,1,0
0219A_20181210_123519.txt,73.0,0.6,0.8,90.8,90.7,988.7,985.9,2.3,2.3,1,0
0219A_20181210_123519.txt,74.0,0.7,0.8,90.7,90.7,988.7,986.0,2.4,2.3,1,0
0219A_20181210_123519.txt,75.0,0.7,0.8,90.8,90.8,988.7,986.1,2.2,2.3,1,0
0219A_20181210_123519.txt,82.0,0.8,0.8,90.7,90.7,985.5,987.8,2.1,2.2,1,0
0219A_20181210_123519.txt,83.0,0.8,0.8,90.7,90.7,989.2,988.0,2.3,2.2,1,0
0219A_20181210_123519.txt,90.0,0.9,0.8,90.7,90.7,982.5,987.6,2.1,2.1,1,0
0219A_20181210_123519.txt,93.0,0.8,0.8,90.8,90.7,986.2,987.7,2.0,2.1,1,0
0219A_20181210_123519.txt,643.0,0.8,0.8,89.9,90.6,985.7,988.1,1.8,1.8,1,0
0219A_20181210_123519.txt,653.0,0.8,0.8,90.6,90.7,985.1,987.5,1.8,1.8,1,0
0219A_20181210_123519.txt,669.0,0.7,0.7,90.8,90.6,987.0,988.3,2.0,1.9,1,0
0219A_20181210_123519.txt,676.0,0.8,0.8,90.7,90.6,986.6,987.9,1.9,1.8,1,0
0219A_20181210_123519.txt,1023.0,0.8,0.7,90.7,90.7,984.4,987.9,2.0,1.9,1,0
0219A_20181210_123519.txt,1033.0,0.9,0.7,90.7,90.6,986.6,988.2,1.8,1.9,1,0
0219A_20181210_140518.txt,2738.0,0.9,1.0,91.9,91.8,988.3,989.7,1.3,1.3,1,0
0219A_20181210_140518.txt,2749.0,1.0,1.0,91.8,91.8,987.3,989.3,1.2,1.3,1,0
0219A_20181210_140518.txt,3396.0,0.8,1.0,91.7,91.7,986.0,989.4,1.8,1.9,1,0
0219A_20181210_140518.txt,3404.0,0.9,1.0,91.6,91.7,988.1,989.4,1.7,1.7,1,0
0219A_20181210_140518.txt,3416.0,1.0,1.0,91.7,91.8,984.3,987.0,1.6,1.6,1,0
0219A_20181210_140518.txt,3418.0,0.9,1.0,91.8,91.8,979.3,986.3,1.4,1.5,1,0
0219A_20181210_140518.txt,3419.0,1.0,1.0,91.7,91.8,990.5,985.5,1.4,1.5,1,0
0219A_20181210_140518.txt,3421.0,1.0,1.0,91.8,91.8,989.8,985.3,1.3,1.4,1,0
0219A_20181210_140518.txt,3422.0,0.8,1.0,91.7,91.8,982.1,984.6,1.3,1.4,1,0
0219A_20181210_140518.txt,3423.0,1.0,1.0,91.7,91.7,981.2,984.4,1.4,1.3,1,0
0219A_20181210_140518.txt,3424.0,1.0,1.0,91.7,91.7,987.7,984.6,1.2,1.3,1,0
0219A_20181210_140518.txt,3425.0,1.0,1.0,91.7,91.7,985.5,983.1,1.3,1.3,1,0
0219A_20181210_140518.txt,3426.0,1.1,1.0,91.7,91.7,977.6,983.6,1.4,1.3,1,0
0219A_20181210_140518.txt,3428.0,0.9,1.0,91.6,91.7,981.6,983.6,1.4,1.3,1,0
0219A_20181210_140518.txt,3429.0,1.0,1.0,91.8,91.7,975.5,984.4,1.2,1.3,1,0
0219A_20181210_140518.txt,3430.0,1.1,1.0,91.8,91.7,990.9,984.5,1.4,1.3,1,0
0219A_20181210_140518.txt,3431.0,0.9,1.0,91.8,91.7,989.2,985.0,1.2,1.3,1,0
0219A_20181210_140518.txt,3432.0,1.0,1.0,91.8,91.7,982.6,986.1,1.1,1.2,1,0
0219A_20181210_140518.txt,3433.0,1.0,1.0,92.0,91.8,989.6,986.7,1.2,1.2,1,0
0219A_20181210_140518.txt,3434.0,1.1,1.0,91.6,91.8,989.2,987.5,1.1,1.2,1,0
0219A_20181210_140518.txt,3566.0,0.8,1.0,91.9,91.7,988.1,989.4,2.3,2.3,1,0
0219A_20181210_140518.txt,3572.0,1.0,1.0,91.7,91.7,987.9,989.4,2.1,2.1,1,0
0219A_20181210_140518.txt,3577.0,0.9,1.0,91.6,91.7,987.2,988.7,2.1,2.1,1,0
0219A_20181210_140518.txt,3578.0,1.0,1.0,91.7,91.7,989.6,987.9,2.1,2.1,1,0
0219A_20181210_140518.txt,3579.0,1.1,1.0,91.8,91.7,989.6,987.0,2.1,2.0,1,0
0219A_20181210_140518.txt,3580.0,1.2,1.0,91.8,91.7,989.2,986.3,2.0,2.0,1,0
0219A_20181210_140518.txt,3582.0,0.9,1.0,91.7,91.8,980.7,985.5,2.0,2.0,1,0
0219A_20181210_140518.txt,3583.0,1.0,1.0,91.7,91.8,980.9,985.5,2.0,2.0,1,0
0219A_20181210_140518.txt,3584.0,1.0,1.0,91.8,91.8,981.6,985.1,2.0,2.0,1,0
0219A_20181210_140518.txt,3585.0,1.0,1.0,91.8,91.8,979.0,985.2,2.0,2.0,1,0
0219A_20181210_140518.txt,3586.0,0.9,1.0,91.8,91.8,990.9,985.2,2.0,2.0,1,0
0219A_20181210_140518.txt,3587.0,0.9,1.0,91.8,91.7,987.6,985.5,2.0,2.0,1,0
0219A_20181210_140518.txt,3589.0,1.1,1.0,91.7,91.7,990.4,986.8,2.0,2.0,1,0
0219A_20181210_140518.txt,3590.0,1.1,1.0,91.8,91.7,989.3,987.5,2.0,1.9,1,0
0219A_20181210_140518.txt,3592.0,1.0,1.0,91.6,91.7,985.4,988.4,1.8,1.9,1,0
0219A_20181210_140518.txt,3595.0,0.9,1.0,91.8,91.7,989.4,987.2,1.9,1.9,1,0
0219A_20181210_140518.txt,3596.0,1.0,1.0,91.8,91.7,989.0,987.1,1.7,1.8,1,0
0219A_20181210_140518.txt,3599.0,0.8,1.0,91.9,91.8,976.5,987.6,1.7,1.8,1,0
0219A_20181210_140518.txt,3601.0,1.0,1.0,91.8,91.8,990.0,987.3,1.7,1.8,1,0
0219A_20181210_140518.txt,3603.0,0.9,0.9,91.8,91.7,989.2,987.5,1.7,1.8,1,0
0219A_20181210_140518.txt,3612.0,1.0,0.9,91.8,91.7,985.8,988.2,1.7,1.6,1,0
0219A_20181210_140518.txt,3614.0,1.0,1.0,91.6,91.7,985.9,987.7,1.5,1.6,1,0
0219A_20181210_140518.txt,3617.0,1.2,1.0,91.8,91.7,987.9,986.5,1.6,1.6,1,0
0219A_20181210_140518.txt,3619.0,1.0,1.0,91.6,91.7,987.9,986.0,1.5,1.5,1,0
0219A_20181210_140518.txt,3620.0,1.0,1.0,91.7,91.7,982.0,985.8,1.5,1.5,1,0
